work_id	volume_file	volume_title	volume_date	prenom_auteur	nom_auteur	volume_edition_id	first_edition	first_edition_titre	first_edition_date	list_edition_bnf
59	gallica_btv1b8600145g	Les nouvelles recreations et joyeux devis de feu Bonaventure Des Périers valet de chambre de la Royne de Navarre.	1558	Bonaventure	Des Périers	cb303342679	cb303342679	Les nouvelles recreations et joyeux devis de feu Bonaventure Des Périers valet de chambre de la Royne de Navarre.	1558	cb303342679, cb30334268n, cb303342690, cb32023445v, cb303342706
59	gallica_btv1b8600146w	Les Nouvelles récréations et joyeux devis de feu Bonaventure Des Périers, valet de chambre de la royne de Navarre	1561	Bonaventure	Des Périers	cb30334268n	cb303342679	Les nouvelles recreations et joyeux devis de feu Bonaventure Des Périers valet de chambre de la Royne de Navarre.	1558	cb303342679, cb30334268n, cb303342690, cb32023445v, cb303342706
60	gbooks_dp9vYjeiRl0C	Les mondes célestes, terrestres et infernaux... tirez des oeuvres de Doni,... par Gabriel Chappuis Tourangeau . Depuis, reveuz, corrigez &amp;amp; augmentez du Monde des cornuz, par F. C. T.	1580	Anton Francesco	Doni	NA	cb30348018q	Les Mondes célestes, terrestre et infernaux,... Tirez des oeuvres de Doni,... par Gabriel Chappuis,...	1578	cb30348018q, cb303480192, cb303480208
61	gallica_bpt6k3040468n	Baliverneries, ou contes nouveaux d'Eutrapel , autrement dit Leon Ladulphi	1548	Noël	Du Fail	NA	cb30367432j	Baliverneries, ou contes nouveaux d'Eutrapel , autrement dit Leon Ladulphi	1548	cb30367432j
62	gallica_btv1b8600021q	Discours d'aucuns propos rustiques, facécieux et de singulière récréation de maistre Léon Ladulfi, Champenois, reveuz et ampliez par l'un de ses amys	1554	Noël	Du Fail	cb30367445w	cb30367445w	Discours d'aucuns propos rustiques, facécieux et de singulière récréation de maistre Léon Ladulfi, Champenois, reveuz et ampliez par l'un de ses amys	1554	cb30367445w
63	gallica_bpt6k8707876c	Les Contes et discours d'Eutrapel. Par le feu Seigneur de la Herissaye, gentilhomme breton [Noël Du Fail]	1585	Noël	Du Fail	cb30367435k	cb30367435k	Les Contes et discours d'Eutrapel. Par le feu Seigneur de la Herissaye, gentilhomme breton [Noël Du Fail]	1585	cb30367435k, cb303674378, cb30367436x, cb30367438m, cb30367439z, cb303674405
64	NA	NA	NA	Noël	Du Fail	NA	cb303674467	Les Ruses et finesses de Ragot, jadis capitaine des gueux de l'hostière et de ses successeurs [par Noël Du Fail]. Avec plusieurs discours plaisans et recréatifs pour s'entretenir en toute honneste compagnie	1573	cb303674467
65	gallica_bpt6k1521270k	Propos rustiques de maistre Léon Ladulfi, Champenois, reveuz, corrigez et augmentez par luy-mesme	1549	Noël	Du Fail	cb30367444j	cb303674436	Propos rustiques de maistre Léon Ladulfi, Champenois	1547	cb303674436, cb30367444j
65	gallica_bpt6k8707861x	Propos rustiques de maistre Léon Ladulfi, Champenois	1547	Noël	Du Fail	cb303674436	cb303674436	Propos rustiques de maistre Léon Ladulfi, Champenois	1547	cb303674436, cb30367444j
66	NA	NA	NA	Estienne	Du Tronchet	NA	cb303897328	Discours académiques florentins, appropriez à la langue françoise , par Estienne Du Tronchet,...	1576	cb303897328
67	gbooks_i1qO9pKlvOsC	Formulaire fort récréatif de tous contracts, donations, testaments, codicilles et autres actes, qui sont faicts et passez par devant les notaires et tesmoings. Faict par Bredin le Cocu, notaire rural et contrerooleur des Basses-Marches au royaume d'Utopie : Par luy depuis n'agueres reveu et accompagné pour l'édification de tous bons compagnons, d'un dialogue par luy tiré des oeuvres du philosophe et poète grec Simonides, de l'origine et naturel foeminini generis	1618	Benoît	Du Troncy	NA	cb30389740w	Formulaire fort récréatif de tous contractz, donations, testamens, codicilles et autres actes qui sont faicts et passez par devant notaires et tesmoings, faict par Bredin le Cocu, notaire royal et contreroolleur des basses marches au royaume d'Utopie. [Par B. Du Troncy.]	1593	cb30389740w, cb303897417
68	gallica_btv1b8600168g	Érasme Roterodame de la Declamation des louenges de follie, stille facessieux et profitable pour congnoistre les erreurs et abuz du monde	1520	none	Érasme	cb304027908	cb304027908	Érasme Roterodame de la Declamation des louenges de follie, stille facessieux et profitable pour congnoistre les erreurs et abuz du monde	1520	cb304027908
69	gbooks_XMhWAAAAcAAJ	XXV. Paradoxes, ou Sentences debatues. & elegamme[n]t deduites contre la commune opinion	1554	Charles	Estienne	NA	cb307322901	XXV. paradoxes, ou sentences debatues, &amp;amp; elegamment deduites contre la commune opinion. Traicté non moins plein de doctrine, que de recreation pour toutes gens. Plus adjousté de nouveau le paradoxe que le plaider est chose tres utile, &amp;amp; necessaire à la vie des hommes.	1561	cb307322901
70	gallica_btv1b86000046	Comptes amoureux par Madame Jeanne Flore, touchant la punition que faict Venus de ceulx qui contemnent &amp;amp; mesprisent le vray amour	1531	Jeanne	Flore	cb304435798	cb304435798	Comptes amoureux par Madame Jeanne Flore, touchant la punition que faict Venus de ceulx qui contemnent &amp;amp; mesprisent le vray amour	1531	cb304435798, cb30443577k
70	gallica_btv1b8600005m	Comptes amoureux	1543	Jeanne	Flore	cb30443577k	cb304435798	Comptes amoureux par Madame Jeanne Flore, touchant la punition que faict Venus de ceulx qui contemnent &amp;amp; mesprisent le vray amour	1531	cb304435798, cb30443577k
71	gbooks_lPhVAAAAcAAJ	L' Histoire D'Aurelio Et Isabelle	1582	Juan de	Flores	NA	cb30443701w	L'Histoire d'Aurelio et Isabelle en italien et françoys ... Plus la Déiphire de M. Léon-Baptiste Albert... [Traduit par Gilles Corrozet.]	1574	cb30443701w
72	gbooks_WOFVAAAAcAAJ	La deplourable fin de Flamete, traduicte en langue francoyse	1535	Juan de	Flores	NA	cb30443698t	La deplourable fin de Flamete, elegante invention de Jehan de Flores espaignol, traduicte en langue françoyse	1536	cb30443698t
73	NA	NA	NA	Juan de	Flores	NA	cb361279228	Tertia editione de l'Historia di Aurelio e Issabella figliuola del re di Scotia, meglio che inanzi corretta . Tierce edition de l'Histoire d'Aurelio &amp;amp; d'Isabelle, fille du roy d'Escosse mieulx corrigée que par cy devant	1548	cb361279228
74	gallica_btv1b8600141t	Contramours. L'Antéros, ou Contramour de Messire Baptiste Fulgose, jadis duc de Gennes. Le Dialogue de Baptiste Platine,... contre les folles amours [traduit par Th. Sebillet]. Paradoxe contre l'amour [par Th. Sebillet]	1581	Battista	Fregoso	cb31342725m	cb31342725m	Contramours. L'Antéros, ou Contramour de Messire Baptiste Fulgose, jadis duc de Gennes. Le Dialogue de Baptiste Platine,... contre les folles amours [traduit par Th. Sebillet]. Paradoxe contre l'amour [par Th. Sebillet]	1581	cb31342725m
75	NA	NA	NA	Giambattista	Gelli	NA	cb30494231q	Dialogue et discours fantastiques de Justin, tonnelier, et de son âme, composez en italien par Jean Baptiste Gelli,... et nouvellement traduits en françois par C. D. K. P. [C. de Kerquifinen, parisien.]	1575	cb30494231q
76	gbooks_STmdaHw7YacC	La Circé de Jean Bapt. Gelli. Traduit en François	1681	Giambattista	Gelli	NA	cb30494240p	La Circé de M. Giovan Baptista Gello,... nouvellement mise en françois par le seigneur Du Parc, champenois	1550	cb30494240p, cb304942411, cb30494242c, cb30494243q
77	gallica_bpt6k1176006	Les discours fantastiques de Justin, tonnelier , composez en italien par Jean Baptiste Gelli,... et nouvellement traduits en françois par C. D. K. P. [C. de Kerquifinen, parisien]	1566	Giambattista	Gelli	cb30494228t	cb30494228t	Les discours fantastiques de Justin, tonnelier , composez en italien par Jean Baptiste Gelli,... et nouvellement traduits en françois par C. D. K. P. [C. de Kerquifinen, parisien]	1566	cb30494228t, cb304942295, cb30494230c
77	gallica_bpt6k725786	Les discours fantastiques de Justin, tonnelier , composez en italien par Jean Baptiste Gelli,... et nouvellement traduits en françois par C. D. K. P. [C. de Kerquifinen, parisien]	1566	Giambattista	Gelli	cb30494228t	cb30494228t	Les discours fantastiques de Justin, tonnelier , composez en italien par Jean Baptiste Gelli,... et nouvellement traduits en françois par C. D. K. P. [C. de Kerquifinen, parisien]	1566	cb30494228t, cb304942295, cb30494230c
78	gallica_btv1b8600173s	Le chevalier de La Tour et le Guidon des guerres	1514	none	Geoffroi de la Tour Landry	cb30748244h	cb30748244h	Le chevalier de La Tour et le Guidon des guerres	1514	cb30748244h
79	NA	Les Amours d'Anaxandre et d'Orazie, par le Sr de Boisrobert	1636	none	George L'Apostre	NA	cb304973740	Le Septenaire, ou Louange du nombre de sept , de George L'Apostre...	1585	cb304973740
80	gbooks_uTnlmfNq0-UC	Premier [-second] volume des Cent excellentes nouvelles de M. Iean Baptiste Giraldy Cynthien,... mis d'italien en françois par Gabriel Chappuys Tourangeau. A Madame la duchesse de Rets	1583	Giambattista Cinzio	Giraldi	NA	cb30509226n	Premier [-Second] volume des cent excellentes nouvelles de M. Jean Baptiste Giraldy Cynthien,... mis d'italien en françois par Gabriel Chappuys,...	1584	cb30509226n
81	gallica_bpt6k6476957v	Les heures de récréation et après-disnées de Louys Guicciardin ,... Traduit d'italien en français par François de Belle-Forest,...	1571	Louis	Guichardin	cb30554684r	cb30554684r	Les heures de récréation et après-disnées de Louys Guicciardin ,... Traduit d'italien en français par François de Belle-Forest,...	1571	cb30554684r, cb305546853, cb30079895q
82	gallica_bpt6k8713292f	Le Pèlerinage de l'âme [rédigé en prose par Jean Gallopes, d'après le poème de Guillaume de Deguileville]	1499	none	Guillaume de Digulleville	cb30557561j	cb30557561j	Le Pèlerinage de l'âme [rédigé en prose par Jean Gallopes, d'après le poème de Guillaume de Deguileville]	1499	cb30557561j
83	gallica_bpt6k63595729	L'histoire aethiopique de Heliodorus , contenant dix livres, traitant des loyales &amp;amp; pudiques amours de Théagènes Thessalien, &amp;amp; Chariclea Aethiopienne. Traduite de grec en françoys, &amp;amp; de nouveau reveuë &amp;amp; corrigé par l'auteur	1588	none	Héliodore d'Emèse	cb305890331	cb305890300	L'Histoire aethiopique de Heliodorus, contenant dix livres, traitant des loyales et pudiques amours de Theagenes Thessalien, &amp;amp; Chariclea Aethiopienne, nouvellement traduite de graec en françoys	1547	cb305890300, cb30589031b, cb30589032p, cb30589034c, cb30589035q, cb305890331
83	gallica_bpt6k686959	L'histoire aethiopique de Héliodore , contenant dix livres, traictant des loyalles et pudiques amours de Théagènes Thessalien et Chariclea Ethiopienne, traduite de grec en françois, reveüe, corrigée et augmentée sur un ancien exemplaire, escrit à la main par le translateur, où est déclaré au vray qui en a esté le premier autheur [Jacques Amyot]...	1584	none	Héliodore d'Emèse	cb30589035q	cb305890300	L'Histoire aethiopique de Heliodorus, contenant dix livres, traitant des loyales et pudiques amours de Theagenes Thessalien, &amp;amp; Chariclea Aethiopienne, nouvellement traduite de graec en françoys	1547	cb305890300, cb30589031b, cb30589032p, cb30589034c, cb30589035q, cb305890331
83	gallica_btv1b8600170j	L'Histoire aethiopique de Heliodorus, contenant dix livres, traitant des loyales et pudiques amours de Theagenes Thessalien, &amp;amp; Chariclea Aethiopienne, nouvellement traduite de graec en françoys	1547	none	Héliodore d'Emèse	cb305890300	cb305890300	L'Histoire aethiopique de Heliodorus, contenant dix livres, traitant des loyales et pudiques amours de Theagenes Thessalien, &amp;amp; Chariclea Aethiopienne, nouvellement traduite de graec en françoys	1547	cb305890300, cb30589031b, cb30589032p, cb30589034c, cb30589035q, cb305890331
83	gallica_btv1b8600171z	L'Histoire aethiopique de Heliodorus, contenant dix livres, traitant des loyales et pudiques amours de Théagènes Thessalien et Chariclea Aethiopienne, nouvellement traduite de grec en françoys [par Jacques Amyot]	1559	none	Héliodore d'Emèse	cb30589032p	cb305890300	L'Histoire aethiopique de Heliodorus, contenant dix livres, traitant des loyales et pudiques amours de Theagenes Thessalien, &amp;amp; Chariclea Aethiopienne, nouvellement traduite de graec en françoys	1547	cb305890300, cb30589031b, cb30589032p, cb30589034c, cb30589035q, cb305890331
84	archive_OEXV353_P6	Le Purgatoire Sainct Patrice	1527	none	Henri de Saltrey	NA	cb335589510	Le Purgatoire Sainct Patrice	1527	cb335589510
85	NA	NA	NA	none	none	NA	cb30595166h	Petit discours d'un chapitre du livre de Primaleon, autrefois envoyé par le seigneur des Essars N. de Herberay , commissaire ordinaire de l'artillerie du roy, à une damoiselle espagnolle, belle, &amp;amp; de meilleure grace. Acuerdo Olvido.	1549	cb30595166h, cb30595167v
86	gallica_bpt6k1526089j	[L'Hystoire de Melusine]	1531	none	Jean d'Arras	cb322821023	cb322821023	[L'Hystoire de Melusine]	1531	cb322821023, cb322821023
87	gallica_bpt6k1520093k	Histoire de Mélusine, par Jean d'Arras	1503	none	Jean d'Arras	cb30649133n	cb306491329	Histoire de Mélusine , par Jean d'Arras	1478	cb306491329, cb306491340, cb30649133n, cb35285602m
87	gallica_bpt6k15202619	Histoire de Mélusine , par Jean d'Arras	1478	none	Jean d'Arras	cb306491329	cb306491329	Histoire de Mélusine , par Jean d'Arras	1478	cb306491329, cb306491340, cb30649133n, cb35285602m
87	gallica_bpt6k8712393w	Histoire de Mélusine, par Jean d'Arras	1485	none	Jean d'Arras	cb306491340	cb306491329	Histoire de Mélusine , par Jean d'Arras	1478	cb306491329, cb306491340, cb30649133n, cb35285602m
87	gallica_btv1b7300067s	Histoire de Mélusine, par Jean d'Arras	1485	none	Jean d'Arras	cb306491340	cb306491329	Histoire de Mélusine , par Jean d'Arras	1478	cb306491329, cb306491340, cb30649133n, cb35285602m
88	gallica_btv1b86001531	La Vie des troys Maries, de leurs pères et de leur mère, de leurs maris et de leurs enfans... [Composé en rime françoise par Jean de Venette et translaté de rime en prose par Jean Drouyn.] - A la fin : Cy finist le livre intitulé la Vie des troys Maries. Imprimé à Rouen pour Jehan Bruges, libraire... et pour Raulin Gaultier,... et pour Jehan Caillard,... Et fut ledit livre achevé le 24 jour de mars 1511, devant Pasques	1511	none	Jean de Venette	cb306503995	cb306503995	La Vie des troys Maries, de leurs pères et de leur mère, de leurs maris et de leurs enfans... [Composé en rime françoise par Jean de Venette et translaté de rime en prose par Jean Drouyn.] - A la fin : Cy finist le livre intitulé la Vie des troys Maries. Imprimé à Rouen pour Jehan Bruges, libraire... et pour Raulin Gaultier,... et pour Jehan Caillard,... Et fut ledit livre achevé le 24 jour de mars 1511, devant Pasques	1511	cb306503995, cb30650400j
88	gallica_btv1b8600154f	La Vie des troys Maries, de leur mère, de leurs enfans et de leurs maris. [Composé en rime françoise par Jean de Venette et translaté de rime en prose par Jean Droyn.] Nouvellement corrigée par ung vénérable docteur en théologie. - Fol. 14 v̊  : Cy finist la Vie des troys Maries... imprimée à Lyon sur le Rosne par Claude Nourry, alias Le Prince, le VI jour de juillet, l'an de grâce mil cinq cens et XIX	1519	none	Jean de Venette	cb30650400j	cb306503995	La Vie des troys Maries, de leurs pères et de leur mère, de leurs maris et de leurs enfans... [Composé en rime françoise par Jean de Venette et translaté de rime en prose par Jean Drouyn.] - A la fin : Cy finist le livre intitulé la Vie des troys Maries. Imprimé à Rouen pour Jehan Bruges, libraire... et pour Raulin Gaultier,... et pour Jehan Caillard,... Et fut ledit livre achevé le 24 jour de mars 1511, devant Pasques	1511	cb306503995, cb30650400j
89	gallica_btv1b86001605	Le chevalier délibéré, comprenant la mort du duc de Bourgongne qui trespassa devant Nancy en Lorraine	1505	Olivier de	La Marche	cb30724789g	cb30724789g	Le chevalier délibéré, comprenant la mort du duc de Bourgongne qui trespassa devant Nancy en Lorraine	1505	cb30724789g
90	gbooks_H0jNf8t44GIC	Les Fascetieux devitz des cent nouvelles, nouvelles, tres recreatives et fort exemplaires pour resveiller les bons espritz francoys, veuz &amp;amp; remis en leur naturel, par le seigneur de la Motte Roullant Lyonnois, homme tresdocte &amp;amp; bien renommé.	1549	none	La Motte Roullant	NA	cb35771492j	Les Fascetieux devitz des cent nouvelles, nouvelles, tres recreatives et fort exemplaires pour resveiller les bons espritz francoys, veuz &amp;amp; remis en leur naturel, par le seigneur de la Motte Roullant Lyonnois, homme tresdocte &amp;amp; bien renommé.	1549	cb35771492j, cb307302989
91	gallica_bpt6k72628x	Le passe-temps de messire François Le Poulchre, seigneur de La Motte-Messemé ,... 2e édition... augmentée par luy mesme d'un second livre...	1597	François Le Poulchre de	La Motte-Messemé	cb30730289b	cb307302880	Le Passe-temps de M. de La Motte-Messemé,... plus un Songe faict à l'antique,...	1595	cb307302880, cb30730289b
92	gallica_btv1b8600155v	La Vie et actes triumphans d'une très illustre et renommée damoiselle, nommée Catharine des bas souhaiz, femme d'un riche conseiller au Parlement de Bordeaulx, faicte et composée par noble et scientificque personne missire Jean de La Roche, baron de Florigny	1546	Jean de	La Roche	cb30742201s	cb30742201s	La Vie et actes triumphans d'une très illustre et renommée damoiselle, nommée Catharine des bas souhaiz, femme d'un riche conseiller au Parlement de Bordeaulx, faicte et composée par noble et scientificque personne missire Jean de La Roche, baron de Florigny	1546	cb30742201s
93	gallica_bpt6k1510612x	L'Hystoyre et plaisante cronicque du petit Jehan de Saintré, de la jeune dame des Belles Cousines, sans autre nom nommer [par A. de La Sale], avecques deux autres petites hystoires de messire Floridan et la belle Ellinde [par Nicolas de Clamanges, traduit par Rasse de Brunhamel] et l'extraict des cronicques de Flandres [par A. de La Sale]	1518	Antoine de	La Sale	cb307448206	cb307448206	L'Hystoyre et plaisante cronicque du petit Jehan de Saintré, de la jeune dame des Belles Cousines, sans autre nom nommer [par A. de La Sale], avecques deux autres petites hystoires de messire Floridan et la belle Ellinde [par Nicolas de Clamanges, traduit par Rasse de Brunhamel] et l'extraict des cronicques de Flandres [par A. de La Sale]	1518	cb307448206, cb30744822w
93	gallica_bpt6k1510652f	L'Hystoire et cronicque du petit Jehan de Saintré et de la jeune dame des Belles Cousines, sans autre nom nommer [par A. de La Sale], avecques deux hystoires de messire Floridan et la belle Ellinde [par N. de Clamanges, traduit par Rasse de Brunhamel], ensemble l'extraict des cronicques de Flandres [par A. de La Sale], combat, les joustes et tournoy tant à pied comme à cheval où il s'est trouvé en son temps... A Paris, pour Jehan Bonfons, libraire, demourant en la rue Neufve Nostre Dame, à l'enseigne sainct Nicolas. - A la fin : Cy finist l'Hystoire et cronicque du petit Jehan de Saintré... Nouvellement imprimé à Paris pour Jean Bonfons... Et fut achevé d'imprimer le v. jour de may mil cinq cens liii. Deo gratias	1553	Antoine de	La Sale	cb30744822w	cb307448206	L'Hystoyre et plaisante cronicque du petit Jehan de Saintré, de la jeune dame des Belles Cousines, sans autre nom nommer [par A. de La Sale], avecques deux autres petites hystoires de messire Floridan et la belle Ellinde [par Nicolas de Clamanges, traduit par Rasse de Brunhamel] et l'extraict des cronicques de Flandres [par A. de La Sale]	1518	cb307448206, cb30744822w
93	gallica_btv1b8600060t	L'Hystoyre et plaisante cronicque du petit Jehan de Saintré, de la jeune dame des Belles Cousines, sans autre nom nommer [par A. de La Sale], avecques deux autres petites hystoires de messire Floridan et la belle Ellinde [par Nicolas de Clamanges, traduit par Rasse de Brunhamel] et l'extraict des cronicques de Flandres [par A. de La Sale]	1518	Antoine de	La Sale	cb307448206	cb307448206	L'Hystoyre et plaisante cronicque du petit Jehan de Saintré, de la jeune dame des Belles Cousines, sans autre nom nommer [par A. de La Sale], avecques deux autres petites hystoires de messire Floridan et la belle Ellinde [par Nicolas de Clamanges, traduit par Rasse de Brunhamel] et l'extraict des cronicques de Flandres [par A. de La Sale]	1518	cb307448206, cb30744822w
94	NA	NA	NA	Ortensio	Lando	NA	cb30732285f	Louanges de la folie, traicté fort plaisant en forme de paradoxe, traduict d'italien en françois par feu messire Jehan Du Thier,...	1566	cb30732285f
95	gallica_btv1b7300065z	Hercule. - (Titre :) Les proesses et vaillances du preux Hercule. (Vignette. - Au verso la marque de Michel Le Noir. - A la fin :) Cy finent les prouesses et vaillances avec la mort du tres vaillant Hercules. Imprimees a Paris par Michel Le Noir, demourant sur le pont Sainct Michiel a l'ymage Sainct Jehan l'evangeliste. L'an Mil Cinq cens. Le second jour d'Octobre	1500	Raoul	Le Fèvre	cb33415696d	cb33415696d	Hercule. - (Titre :) Les proesses et vaillances du preux Hercule. (Vignette. - Au verso la marque de Michel Le Noir. - A la fin :) Cy finent les prouesses et vaillances avec la mort du tres vaillant Hercules. Imprimees a Paris par Michel Le Noir, demourant sur le pont Sainct Michiel a l'ymage Sainct Jehan l'evangeliste. L'an Mil Cinq cens. Le second jour d'Octobre	1500	cb33415696d
95	gallica_btv1b86001264	Hercule. - (Titre :) Les proesses et vaillances du preux Hercule. (Vignette. - Au verso la marque de Michel Le Noir. - A la fin :) Cy finent les prouesses et vaillances avec la mort du tres vaillant Hercules. Imprimees a Paris par Michel Le Noir, demourant sur le pont Sainct Michiel a l'ymage Sainct Jehan l'evangeliste. L'an Mil Cinq cens. Le second jour d'Octobre	1500	Raoul	Le Fèvre	cb33415696d	cb33415696d	Hercule. - (Titre :) Les proesses et vaillances du preux Hercule. (Vignette. - Au verso la marque de Michel Le Noir. - A la fin :) Cy finent les prouesses et vaillances avec la mort du tres vaillant Hercules. Imprimees a Paris par Michel Le Noir, demourant sur le pont Sainct Michiel a l'ymage Sainct Jehan l'evangeliste. L'an Mil Cinq cens. Le second jour d'Octobre	1500	cb33415696d
96	NA	NA	NA	Raoul	Le Fèvre	NA	cb30773538t	Histoire du chevalier Jason et sa mye Médée, et comment par le conseil de la dicte Médée il conquist la Toyson d'or	1525	cb30773538t
97	gallica_bpt6k10751942	Recueil des histoires de Troyes, par Raoul Le Fèvre	1473	Raoul	Le Fèvre	cb30773522f	cb30773522f	Recueil des histoires de Troyes, par Raoul Le Fèvre	1473	cb30773522f, cb307735275, cb307735244, cb30773528h, cb30773529v
97	gallica_bpt6k1524591q	Le Recueil des hystoires troyennes , ou est contenu la genealogie de Saturne et de Jupiter son fils avec leurs gestes et beaulx faits darmes. Et aussi les haultes prouesses &amp;amp; vaillances de Hercules et la maniere comment il destruit Troye par deux fois. Et la reedification faicte par le roy Priam. Et finablement la totale destruction dicelle faicte par les Grecz reveu et corrige nouvellement a la vraye verite	1532	Raoul	Le Fèvre	cb30773529v	cb30773522f	Recueil des histoires de Troyes, par Raoul Le Fèvre	1473	cb30773522f, cb307735275, cb307735244, cb30773528h, cb30773529v
97	gallica_bpt6k8713301z	Le Recueil des histoires troiennes, contenans troys livres... [Par Raoul Le Fèvre] - Au recto du dernier feuillet : Finist le Recueil des histoires de Troies, contenant la généalogie d'icelle... Imprimé à Paris, par Anthoine Vérard...	1494	Raoul	Le Fèvre	cb307735275	cb30773522f	Recueil des histoires de Troyes, par Raoul Le Fèvre	1473	cb30773522f, cb307735275, cb307735244, cb30773528h, cb30773529v
97	gallica_btv1b7300035t	Le Recueil des histoires troiennes, contenans troys livres... [Par Raoul Le Fèvre] - Au recto du dernier feuillet : Finist le Recueil des histoires de Troies, contenant la généalogie d'icelle... Imprimé à Paris, par Anthoine Vérard...	1494	Raoul	Le Fèvre	cb307735275	cb30773522f	Recueil des histoires de Troyes, par Raoul Le Fèvre	1473	cb30773522f, cb307735275, cb307735244, cb30773528h, cb30773529v
97	gallica_btv1b8600067q	Le Recueil des hystoires troyennes, contenant trois livres... [par Raoul Le Fèvre]	1494	Raoul	Le Fèvre	cb307735244	cb30773522f	Recueil des histoires de Troyes, par Raoul Le Fèvre	1473	cb30773522f, cb307735275, cb307735244, cb30773528h, cb30773529v
98	gallica_bpt6k1043147z	Le Roman de Jason et Médée, par Raoul Le Fèvre	1473	Raoul	Le Fèvre	cb30773535s	cb30773535s	Le Roman de Jason et Médée, par Raoul Le Fèvre	1473	cb30773535s, cb307735364, cb30773537g
98	gallica_bpt6k1075196w	Le Roman de Jason et Médée, par Raoul Le Fèvre	1473	Raoul	Le Fèvre	cb30773535s	cb30773535s	Le Roman de Jason et Médée, par Raoul Le Fèvre	1473	cb30773535s, cb307735364, cb30773537g
98	gallica_btv1b86000528	Le Roman de Jason et Médée, par Raoul Le Fèvre	1478	Raoul	Le Fèvre	cb307735364	cb30773535s	Le Roman de Jason et Médée, par Raoul Le Fèvre	1473	cb30773535s, cb307735364, cb30773537g
99	gallica_btv1b86001301	Les proesses et vaillances du preux Hercules. Contenant en soy XXXVI chapitres comme il appert par la table	1511	Raoul	Le Fèvre	cb33415697r	cb33415697r	Les proesses et vaillances du preux Hercules. Contenant en soy XXXVI chapitres comme il appert par la table	1511	cb33415697r
100	gallica_btv1b8600150s	L'Estrif de fortune et de vertu, desquelz est souverainement démonstré le povre et foible estat de fortune contre l'oppinion commune	1519	Martin	Le Franc	cb30775038x	cb30775038x	L'Estrif de fortune et de vertu, desquelz est souverainement démonstré le povre et foible estat de fortune contre l'oppinion commune	1519	cb30775038x
101	gallica_bpt6k71886d	Les misères de la femme mariée, où se peuvent voir les peines et tourmens qu'elle reçoit durant sa vie . Mis en forme de stances, par Mme Liebaut	1590	Olympe	Liébaut	cb308173145	cb308173145	Les misères de la femme mariée, où se peuvent voir les peines et tourmens qu'elle reçoit durant sa vie . Mis en forme de stances, par Mme Liebaut	1590	cb308173145
102	gallica_bpt6k133491f	Les amours pastorales de Daphnis et de Chloé , escriptes premierement en grec par Longus, &amp;amp; puis traduictes en françois	1559	none	Longus	cb30831228j	cb30831228j	Les amours pastorales de Daphnis et de Chloé , escriptes premierement en grec par Longus, &amp;amp; puis traduictes en françois	1559	cb30831228j
102	gallica_btv1b8600023j	Les amours pastorales de Daphnis et de Chloé , escriptes premierement en grec par Longus, &amp;amp; puis traduictes en françois	1559	none	Longus	cb30831228j	cb30831228j	Les amours pastorales de Daphnis et de Chloé , escriptes premierement en grec par Longus, &amp;amp; puis traduictes en françois	1559	cb30831228j
103	gallica_btv1b86001568	La Nouvelle d'un révérend père en Dieu et bon prélat de nostre mère saincte Église, demorant en Avignon, et le moyen comme il ressuscita de mort à vie. Avec le deschiffrement de ses tendres amourettes. Faicte et composée par notable et scientificque personne, maistre Colin Royer,...	1546	Jean de	Luxembourg	NA	cb30848719v	La Nouvelle d'un révérend père en Dieu et bon prélat de nostre mère saincte Église, demorant en Avignon, et le moyen comme il ressuscita de mort à vie. Avec le deschiffrement de ses tendres amourettes. Faicte et composée par notable et scientificque personne, maistre Colin Royer,...	1546	cb30848719v
104	gallica_btv1b8600024z	Le Premier livre de la plaisante et délectable histoire de Gériléon d'Angleterre , contenant la morale et plaisante histoire des émerveillables faicts d'armes, hautes prouesses et insignes amours d'iceluy, avec plusieurs autres mémorables adventures, nouvellement mis en françois par Estienne de Maison-Neufve [sic],...	1586	Estienne de	Maisonneufve	cb308629975	cb30862996t	Le Premier livre de la plaisante et délectable histoire de Gériléon d'Angleterre , contenant les haults faicts d'armes et chevaleureuses proüesses, avec les amours d'iceluy et plusieurs mémorables adventures, nouvellement mis en françois, par Estienne de Maisonneufve,...	1572	cb30862996t, cb308629975
105	NA	Le Second livre de la plaisante et délectable histoire de Gériléon d'Angleterre , contenant la morale et plaisante histoire des esmerveillables faicts d'armes, hautes prouesses et insignes amours d'iceluy... nouvellement mis en françois par Estienne de Maisonneufve,...	1586	Estienne de	Maisonneufve	cb30862998h	cb30862998h	Le Second livre de la plaisante et délectable histoire de Gériléon d'Angleterre , contenant la morale et plaisante histoire des esmerveillables faicts d'armes, hautes prouesses et insignes amours d'iceluy... nouvellement mis en françois par Estienne de Maisonneufve,...	1586	cb30862998h, cb30862999v
105	NA	Le passe-temps royal, ou les amours de Mademoiselle de Fontange.	1680	Estienne de	Maisonneufve	NA	cb30862998h	Le Second livre de la plaisante et délectable histoire de Gériléon d'Angleterre , contenant la morale et plaisante histoire des esmerveillables faicts d'armes, hautes prouesses et insignes amours d'iceluy... nouvellement mis en françois par Estienne de Maisonneufve,...	1586	cb30862998h, cb30862999v
